validation_data,loss_dec,loss,epoch
0.6516417507233658,0.5266713466101546,1.1783130973335205,0
0.4815427636712547,0.36170087742611645,0.8432436410973712,1
0.37437240767285107,0.33262679150434044,0.7069991991771916,2
0.3022175484556493,0.3299857957091758,0.6322033441648252,3
0.2513740159631745,0.2856486290693283,0.5370226450325029,4
0.21407989854735088,0.2392869042914088,0.4533668028387597,5
0.18574350781557036,0.2619008948284436,0.44764440264401395,6
0.16349955399831137,0.21550854519615328,0.37900809919446465,7
0.14577493241162803,0.16531849488979433,0.31109342730142236,8
0.13122277628115522,0.14851600858496455,0.2797387848661198,9
0.11914764066052631,0.11722692138538128,0.2363745620459076,10
0.10904823013437473,0.18415546697390273,0.29320369710827743,11
0.10043769275269858,0.06822086861584245,0.16865856136854102,12
0.09307318901628013,0.15279041960593162,0.24586360862221174,13
0.08665070713050967,0.11311612257022198,0.19976682970073165,14
0.08104787003703234,0.1062134699668826,0.18726134000391495,15
0.07609333958083052,0.0677880974774196,0.14388143705825013,16
0.07167199290380245,0.025554687117900307,0.09722668002170276,17
0.06774072046202373,0.019465382067047482,0.08720610252907121,18
0.0641917450641229,0.03383524062460273,0.09802698568872563,19
0.06101378665222385,0.05988975577965015,0.12090354243187401,20
0.05811704610421405,0.01395783898973368,0.07207488509394773,21
0.05546101612773368,0.011187791623690022,0.0666488077514237,22
0.053050117885194176,0.2184780565718931,0.27152817445708727,23
0.050825572474216055,0.037946437655879954,0.088772010130096,24
0.048782120754079124,0.021248003059044118,0.07003012381312324,25
0.046890885364718554,0.006797382818171527,0.05368826818289008,26
0.04512568532935972,0.006938882705914538,0.052064568035274254,27
0.043503361625400014,0.03630198849974639,0.0798053501251464,28
0.04198698814564604,0.00967544348100276,0.0516624316266488,29
0.040568436609535685,0.004795374102678483,0.04536381071221417,30
