validation_data,loss_dec,loss,epoch
0.7035769432783127,1.1892578691244124,1.8928348124027252,0
0.630057829618454,0.7122308611869812,1.3422886908054352,1
0.5725852012634277,0.7036916941404343,1.276276895403862,2
0.5240444868803025,0.730686554312706,1.2547310411930086,3
0.4818494886159897,0.7302584975957871,1.2121079862117767,4
0.44410407841205596,0.6948590248823165,1.1389631032943726,5
0.41027798056602477,0.719087952375412,1.1293659329414367,6
0.3802764669060707,0.6921477258205414,1.072424192726612,7
0.355304579436779,0.6858810514211655,1.0411856308579446,8
0.333024850487709,0.7122981786727905,1.0453230291604996,9
0.31232941150665283,0.6734563022851944,0.9857857137918472,10
0.2936579316854477,0.6703038036823272,0.963961735367775,11
0.27612723112106324,0.6420904949307442,0.9182177260518074,12
0.26064055114984513,0.6622613027691842,0.9229018539190292,13
0.24672590047121049,0.6216069594025612,0.8683328598737716,14
0.23331597074866295,0.6316298604011535,0.8649458311498165,15
0.2214138500392437,0.5473032340407371,0.7687170840799809,16
0.2127397373318672,0.5824621006846428,0.79520183801651,17
0.20172909423708915,0.568429148197174,0.7701582424342632,18
0.19355609342455865,0.5505090102553367,0.7440651036798953,19
0.18300239816308023,0.5530695229768753,0.7360719211399556,20
0.17450727000832558,0.44878921955823897,0.6232964895665646,21
0.16842004805803298,0.5168478392064572,0.6852678872644902,22
0.16034601107239724,0.3858899913728237,0.546236002445221,23
0.15196873992681503,0.37833785116672514,0.5303065910935402,24
0.14526605978608131,0.37724385038018227,0.5225099101662636,25
0.14188894256949425,0.37116139382123947,0.5130503363907337,26
0.13563731536269188,0.3180449493229389,0.4536822646856308,27
0.12880677357316017,0.21633436419069768,0.34514113776385785,28
0.12766031809151174,0.4355671674013138,0.5632274854928255,29
0.11923417150974273,0.25276250913739207,0.3719966806471348,30
0.1143695130944252,0.1910702720284462,0.3054397851228714,31
0.10940971709787846,0.22886126572266222,0.3382709828205407,32
0.10550793260335922,0.24462428148835896,0.3501322140917182,33
0.10290272124111652,0.16770811565220356,0.2706108368933201,34
0.10022638216614724,0.21670147976838053,0.31692786193452777,35
0.09532218649983407,0.14249452406074853,0.2378167105605826,36
0.09307675585150718,0.17741223312914373,0.2704889889806509,37
0.091157291457057,0.11031362153589726,0.20147091299295428,38
0.08813399933278561,0.29025973740499467,0.37839373673778026,39
0.10664608739316464,0.8469473153352738,0.9535934027284384,40
0.10330339036881923,0.7632613033056259,0.8665646936744451,41
0.09853668548166752,0.6962395042181015,0.794776189699769,42
0.0938396867364645,0.5367519415915012,0.6305916283279657,43
0.09167959317564964,0.3891793988645077,0.48085899204015736,44
0.08295831270515919,0.2999633714556694,0.3829216841608286,45
0.0816695123910904,0.3710447397083044,0.4527142520993948,46
0.07679404690861702,0.2229162845760584,0.2997103314846754,47
0.07488783784210681,0.16813164930790664,0.24301948715001345,48
0.07208401747047902,0.13293541818857194,0.20501943565905095,49
0.07547882869839669,0.3449997631832957,0.4204785918816924,50
0.06934981010854244,0.14836872527375816,0.2177185353823006,51
0.06799790039658546,0.18931557657197118,0.25731347696855666,52
0.06685736700892449,0.07345637427642941,0.1403137412853539,53
0.064408341050148,0.2083350616041571,0.2727434026543051,54
0.06340057235211134,0.11327432366088033,0.1766748960129917,55
0.06237173210829496,0.1167810252867639,0.17915275739505887,56
0.06052133049815893,0.06849074247293174,0.12901207297109069,57
0.059409772790968415,0.07909780194750056,0.13850757473846897,58
0.05873186439275742,0.07383500847499817,0.1325668728677556,59
0.05762695521116257,0.09294519077520817,0.15057214598637075,60
0.05632381364703178,0.08452801627572626,0.14085182992275805,61
0.05666108652949333,0.1260805486701429,0.18274163519963624,62
0.05470929685980082,0.09871220847126097,0.1534215053310618,63
0.053831365145742896,0.08853534017689527,0.14236670532263818,64
0.053218649327754976,0.15037448469083756,0.20359313401859253,65
0.05302081592381001,0.16513800285756589,0.21815881878137589,66
