validation_data,loss_dec,loss,epoch
0.7175667397677898,0.7129249237477779,1.4304916635155678,0
0.6645813509821892,0.6718929037451744,1.3364742547273636,1
0.6158261895179749,0.35614402079954743,0.9719702103175223,2
0.5731661655008793,0.13164918893016875,0.704815354431048,3
0.5329582616686821,0.0959888641955331,0.6289471258642152,4
0.49534452706575394,0.04284106282284483,0.5381855898885988,5
0.462944807484746,0.07653826611931436,0.5394830736040603,6
0.43317195773124695,0.02536679818877019,0.45853875592001714,7
0.40663851983845234,0.02218657646153588,0.4288250962999882,8
0.382412014529109,0.008838769514113665,0.39125078404322267,9
0.3605274371802807,0.019395387593249325,0.37992282477353,10
0.3411402367055416,0.004733528534416109,0.3458737652399577,11
0.32455606386065483,0.04477264169690898,0.3693287055575638,12
0.3077436275780201,0.012063428497640416,0.3198070560756605,13
0.2921931501477957,0.005468051218485925,0.2976612013662816,14
0.27782580628991127,0.003130487210000865,0.28095629349991214,15
0.264958880841732,0.005107693772515631,0.27006657461424766,16
0.2530263075605035,0.0018407190327707212,0.2548670265932742,17
0.24233126174658537,0.008028410738916136,0.2503596724855015,18
0.23203278798609972,0.015381919947685674,0.2474147079337854,19
0.22269933857023716,0.0068424855708144605,0.22954182414105162,20
0.213677859865129,0.00364916873331822,0.21732702859844721,21
0.2055952027440071,0.010990741073328536,0.21658594381733565,22
0.1978379748761654,0.003663822826638352,0.20150179770280374,23
0.19072203524410725,0.0020466889509407338,0.19276872419504798,24
